start_station_name,end_station_name,avg_duration,trip_count
12th/San Jacinto @ State Capitol Visitors Garage,3rd/Trinity @ The Convention Center,22.1,151
12th/San Jacinto @ State Capitol Visitors Garage,22.5/Rio Grande,21.9,29
12th/San Jacinto @ State Capitol Visitors Garage,Rainey/Driskill,21.6,18
12th/San Jacinto @ State Capitol Visitors Garage,East 11th/Victory Grill,21.2,35
12th/San Jacinto @ State Capitol Visitors Garage,8th/Red River,20.5,144
12th/San Jacinto @ State Capitol Visitors Garage,East 6th/Robert T. Martinez,20.2,30
12th/San Jacinto @ State Capitol Visitors Garage,3rd/West,19.5,94
12th/San Jacinto @ State Capitol Visitors Garage,23rd/San Jacinto @ DKR Stadium,19.4,99
12th/San Jacinto @ State Capitol Visitors Garage,8th/Congress,19.3,125
12th/San Jacinto @ State Capitol Visitors Garage,10th/Red River,19.1,41
12th/San Jacinto @ State Capitol Visitors Garage,Red River/Cesar Chavez @ The Fairmont,18.6,46
12th/San Jacinto @ State Capitol Visitors Garage,23rd/Pearl,18.3,36
12th/San Jacinto @ State Capitol Visitors Garage,28th/Rio,17.2,11
12th/San Jacinto @ State Capitol Visitors Garage,South Congress/Mary,16.2,119
12th/San Jacinto @ State Capitol Visitors Garage,13th/San Antonio,16.1,34
12th/San Jacinto @ State Capitol Visitors Garage,Bullock Museum @ Congress & MLK,15.7,133
12th/San Jacinto @ State Capitol Visitors Garage,13th/Trinity,15.2,32
12th/San Jacinto @ State Capitol Visitors Garage,8th/San Jacinto,14.8,152
12th/San Jacinto @ State Capitol Visitors Garage,Ready for deployment,14.4,47
12th/San Jacinto @ State Capitol Visitors Garage,5th & San Marcos,13.3,19
12th/San Jacinto @ State Capitol Visitors Garage,Rio Grande/12th,9.6,19
13th & San Antonio,South Congress & Barton Springs at the Austin American-Statesman,88.9,10
13th & San Antonio,Brazos & 6th,79.5,43
13th & San Antonio,UT West Mall @ Guadalupe,78.6,43
13th & San Antonio,Rainey St @ Cummings,53.4,13
13th & San Antonio,MoPac Pedestrian Bridge @ Veterans Drive,52.2,12
13th & San Antonio,Riverside @ S. Lamar,47.7,45
13th & San Antonio,Republic Square @ 5th & Guadalupe,43.3,34
13th & San Antonio,13th & San Antonio,43.3,243
13th & San Antonio,Sterzing at Barton Springs,41.5,15
13th & San Antonio,Davis at Rainey Street,41.0,26
13th & San Antonio,Zilker Park,38.9,15
13th & San Antonio,East 4th & Chicon,35.9,11
13th & San Antonio,5th & Bowie,33.9,44
13th & San Antonio,Convention Center / 4th St. @ MetroRail,33.1,21
13th & San Antonio,23rd & Rio Grande,33.1,42
13th & San Antonio,Barton Springs Pool,32.9,13
13th & San Antonio,Henderson & 9th,32.4,41
13th & San Antonio,South Congress & Academy,30.3,15
13th & San Antonio,Bullock Museum @ Congress & MLK,26.9,30
13th & San Antonio,21st & Speedway @PCL,26.2,45
13th & San Antonio,Red River & 8th Street,25.9,19
13th & San Antonio,Pfluger Bridge @ W 2nd Street,25.0,26
13th & San Antonio,Barton Springs @ Kinney Ave,24.7,10
13th & San Antonio,State Capitol Visitors Garage @ San Jacinto & 12th,24.7,12
13th & San Antonio,Trinity & 6th Street,24.0,18
13th & San Antonio,Long Center @ South 1st & Riverside,22.8,40
13th & San Antonio,6th & Congress,21.6,44
13th & San Antonio,2nd & Congress,21.5,32
13th & San Antonio,17th & Guadalupe,20.9,75
13th & San Antonio,Capitol Station / Congress & 11th,20.7,81
13th & San Antonio,Congress & Cesar Chavez,20.5,20
13th & San Antonio,23rd & San Jacinto @ DKR Stadium,17.0,21
13th & San Antonio,Plaza Saltillo,16.7,51
13th & San Antonio,West & 6th St.,15.8,71
13th & San Antonio,4th & Congress,15.0,34
13th & San Antonio,Rio Grande & 28th,14.7,37
13th & San Antonio,Palmer Auditorium,14.6,11
13th & San Antonio,3rd & West,14.1,57
13th & San Antonio,Convention Center / 3rd & Trinity,13.5,44
13th & San Antonio,Nueces & 26th,13.5,52
13th & San Antonio,Guadalupe & 21st,13.4,68
13th & San Antonio,8th & Congress,13.1,56
13th & San Antonio,22nd & Pearl,12.6,31
13th & San Antonio,City Hall / Lavaca & 2nd,11.9,93
13th & San Antonio,Lavaca & 6th,11.7,21
13th & San Antonio,21st & University,10.8,26
13th & San Antonio,San Jacinto & 8th Street,9.3,25
13th & San Antonio,Nueces & 3rd,7.7,110
13th/San Antonio,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,719.5,12
13th/San Antonio,4th/Guadalupe @ Republic Square,370.8,13
13th/San Antonio,26th/Nueces,160.0,18
13th/San Antonio,6th/West,52.6,25
13th/San Antonio,23rd/Rio Grande,47.3,23
13th/San Antonio,Rainey/Davis,40.0,13
13th/San Antonio,13th/San Antonio,38.6,78
13th/San Antonio,9th/Henderson,33.7,17
13th/San Antonio,5th/Bowie,29.4,14
13th/San Antonio,3rd/Trinity @ The Convention Center,25.7,19
13th/San Antonio,Riverside/South Lamar,25.6,16
13th/San Antonio,Guadalupe/West Mall @ University Co-op,24.6,16
13th/San Antonio,Dean Keeton/Whitis,24.5,10
13th/San Antonio,4th/Congress,23.6,11
13th/San Antonio,South 1st/Riverside @ Long Center,21.9,15
13th/San Antonio,21st/Guadalupe,20.6,17
13th/San Antonio,28th/Rio Grande,20.2,25
13th/San Antonio,2nd/Lavaca @ City Hall,18.0,10
13th/San Antonio,3rd/Nueces,14.7,55
13th/San Antonio,3rd/West,13.0,26
13th/San Antonio,11th/Congress @ The Texas Capitol,12.9,15
13th/Trinity,23rd/San Jacinto @ DKR Stadium,154.6,21
13th/Trinity,8th/Lavaca,57.2,15
13th/Trinity,13th/Trinity,55.2,31
13th/Trinity,26th/Nueces,50.4,14
13th/Trinity,16th/San Antonio,47.4,13
13th/Trinity,12th/San Jacinto @ State Capitol Visitors Garage,40.3,20
13th/Trinity,Dean Keeton/Whitis,36.5,41
13th/Trinity,11th/Congress @ The Texas Capitol,31.8,10
13th/Trinity,6th/Congress,27.9,11
13th/Trinity,Guadalupe/West Mall @ University Co-op,27.6,27
13th/Trinity,21st/Speedway @ PCL,26.9,33
13th/Trinity,8th/Congress,18.9,10
13th/Trinity,21st/Guadalupe,17.3,14
13th/Trinity,East 4th/Chicon,13.9,24
13th/Trinity @ Waterloo Greenway,South 1st/Riverside @ Long Center,214.7,12
13th/Trinity @ Waterloo Greenway,3rd/Nueces,131.8,13
13th/Trinity @ Waterloo Greenway,East 4th/Chicon,122.4,15
13th/Trinity @ Waterloo Greenway,South Congress/Barton Springs @ The Austin American-Statesman,96.3,16
13th/Trinity @ Waterloo Greenway,South Congress/Academy,79.0,11
13th/Trinity @ Waterloo Greenway,East 5th/Shady @ Eastside Bus Plaza,60.0,25
13th/Trinity @ Waterloo Greenway,13th/Trinity @ Waterloo Greenway,54.3,106
13th/Trinity @ Waterloo Greenway,Sterzing/Barton Springs,53.7,16
13th/Trinity @ Waterloo Greenway,28th/Rio Grande,48.4,35
13th/Trinity @ Waterloo Greenway,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,46.2,18
13th/Trinity @ Waterloo Greenway,8th/San Jacinto,43.6,34
13th/Trinity @ Waterloo Greenway,3rd/West,43.5,26
13th/Trinity @ Waterloo Greenway,12th/San Jacinto @ State Capitol Visitors Garage,43.1,70
13th/Trinity @ Waterloo Greenway,Riverside/South Lamar,38.8,17
13th/Trinity @ Waterloo Greenway,16th/San Antonio,37.5,31
13th/Trinity @ Waterloo Greenway,Lakeshore/Pleasant Valley,37.2,13
13th/Trinity @ Waterloo Greenway,East 6th/Medina,37.1,33
13th/Trinity @ Waterloo Greenway,Boardwalk West,32.5,15
13th/Trinity @ Waterloo Greenway,11th/Congress @ The Texas Capitol,31.3,42
13th/Trinity @ Waterloo Greenway,2nd/Congress,31.0,22
13th/Trinity @ Waterloo Greenway,22nd/Pearl,30.0,93
13th/Trinity @ Waterloo Greenway,Cesar Chavez/Congress,29.2,11
13th/Trinity @ Waterloo Greenway,26th/Nueces,28.5,70
13th/Trinity @ Waterloo Greenway,South Congress/Elizabeth,27.1,10
13th/Trinity @ Waterloo Greenway,South Congress @ Bouldin Creek,25.5,10
13th/Trinity @ Waterloo Greenway,Plaza Saltillo,24.0,23
13th/Trinity @ Waterloo Greenway,4th/Congress,23.8,18
13th/Trinity @ Waterloo Greenway,Rainey/Driskill,23.4,19
13th/Trinity @ Waterloo Greenway,South Congress/Mary,22.0,36
13th/Trinity @ Waterloo Greenway,4th/Guadalupe @ Republic Square,21.6,21
13th/Trinity @ Waterloo Greenway,Hollow Creek/Barton Hills,21.5,29
13th/Trinity @ Waterloo Greenway,Dean Keeton/Speedway,21.4,76
13th/Trinity @ Waterloo Greenway,6th/Chalmers,21.1,11
13th/Trinity @ Waterloo Greenway,3rd/Trinity @ The Convention Center,20.9,32
13th/Trinity @ Waterloo Greenway,21st/Guadalupe,20.6,61
13th/Trinity @ Waterloo Greenway,5th/Bowie,20.2,22
13th/Trinity @ Waterloo Greenway,10th/Red River,20.0,23
13th/Trinity @ Waterloo Greenway,Lakeshore/Austin Hostel,19.7,81
13th/Trinity @ Waterloo Greenway,22.5/Rio Grande,19.2,39
13th/Trinity @ Waterloo Greenway,East 6th/Robert T. Martinez,18.9,14
13th/Trinity @ Waterloo Greenway,23rd/Pearl,18.8,23
13th/Trinity @ Waterloo Greenway,Rainey/Cummings,18.6,37
13th/Trinity @ Waterloo Greenway,9th/Henderson,18.4,26
13th/Trinity @ Waterloo Greenway,East 11th/San Marcos,16.7,40
13th/Trinity @ Waterloo Greenway,21st/Speedway @ PCL,16.6,162
13th/Trinity @ Waterloo Greenway,Dean Keeton/Whitis,15.8,52
13th/Trinity @ Waterloo Greenway,Guadalupe/West Mall @ University Co-op,15.7,53
13th/Trinity @ Waterloo Greenway,Rio Grande/12th,14.7,18
13th/Trinity @ Waterloo Greenway,4th/Sabine,14.7,18
13th/Trinity @ Waterloo Greenway,6th/Congress,14.6,43
13th/Trinity @ Waterloo Greenway,6th/Trinity,14.1,35
13th/Trinity @ Waterloo Greenway,East 11th/Victory Grill,13.8,16
13th/Trinity @ Waterloo Greenway,2nd/Lavaca @ City Hall,13.8,12
13th/Trinity @ Waterloo Greenway,8th/Red River,13.1,28
13th/Trinity @ Waterloo Greenway,21st/University,11.8,42
13th/Trinity @ Waterloo Greenway,23rd/San Jacinto @ DKR Stadium,11.4,104
13th/Trinity @ Waterloo Greenway,8th/Congress,9.8,26
13th/Trinity @ Waterloo Greenway,Dean Keeton/Park Place,9.1,19
16th/San Antonio,11th/San Jacinto,115.6,49
16th/San Antonio,Zilker Park,112.1,65
16th/San Antonio,East 11th/San Marcos,93.4,49
16th/San Antonio,13th/Trinity @ Waterloo Greenway,64.5,26
16th/San Antonio,Lake Austin/Enfield,57.4,38
16th/San Antonio,23rd/San Gabriel,54.7,60
16th/San Antonio,3rd/Trinity @ The Convention Center,51.0,99
16th/San Antonio,South Congress/Barton Springs @ The Austin American-Statesman,48.2,38
16th/San Antonio,Nash Hernandez/East @ RBJ South,48.0,21
16th/San Antonio,Hollow Creek/Barton Hills,46.9,72
16th/San Antonio,4th/Sabine,46.6,40
16th/San Antonio,Boardwalk West,45.8,22
16th/San Antonio,Lakeshore/Pleasant Valley,45.5,38
16th/San Antonio,Dean Keeton/Park Place,44.5,21
16th/San Antonio,Riverside/South Lamar,42.4,81
16th/San Antonio,South Congress/Mary,42.1,78
16th/San Antonio,16th/San Antonio,41.9,877
16th/San Antonio,Veterans/Atlanta @ MoPac Ped Bridge,41.1,50
16th/San Antonio,5th/Bowie,40.1,120
16th/San Antonio,Rainey/Driskill,39.8,45
16th/San Antonio,South Congress/Academy,38.6,41
16th/San Antonio,East 6th/Robert T. Martinez,38.5,11
16th/San Antonio,Lakeshore/Austin Hostel,37.6,29
16th/San Antonio,South 1st/Riverside @ Long Center,37.4,50
16th/San Antonio,12th/San Jacinto @ State Capitol Visitors Garage,37.0,60
16th/San Antonio,26th/Nueces,36.8,258
16th/San Antonio,Plaza Saltillo,36.5,69
16th/San Antonio,8th/Lavaca,35.6,243
16th/San Antonio,Barton Springs Pool,35.4,57
16th/San Antonio,East 6th/Medina,35.2,50
16th/San Antonio,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,35.1,73
16th/San Antonio,Rainey/Davis,34.3,28
16th/San Antonio,22.5/Rio Grande,33.1,184
16th/San Antonio,Barton Springs/Kinney,32.3,33
16th/San Antonio,5th/Campbell,31.8,79
16th/San Antonio,2nd/Lavaca @ City Hall,31.3,96
16th/San Antonio,Rosewood/Angelina,30.7,22
16th/San Antonio,9th/Henderson,30.2,130
16th/San Antonio,Red River/Cesar Chavez @ The Fairmont,29.6,46
16th/San Antonio,6th/Chalmers ,29.2,29
16th/San Antonio,Cesar Chavez/Congress,29.2,50
16th/San Antonio,28th/Rio,29.2,104
16th/San Antonio,Rainey/Cummings,28.8,80
16th/San Antonio,3rd/Nueces,28.5,245
16th/San Antonio,South Congress/James,28.3,26
16th/San Antonio,East 4th/Chicon,27.9,20
16th/San Antonio,8th/Congress,27.6,101
16th/San Antonio,East 2nd/Pedernales,27.5,22
16th/San Antonio,2nd/Congress,27.3,97
16th/San Antonio,East 11th/Victory Grill,27.2,16
16th/San Antonio,Sterzing/Barton Springs,26.7,60
16th/San Antonio,6th/Lavaca,26.0,109
16th/San Antonio,6th/West,25.8,157
16th/San Antonio,6th/Chalmers,25.7,15
16th/San Antonio,10th/Red River,25.2,25
16th/San Antonio,13th/Trinity,25.0,12
16th/San Antonio,8th/Red River,25.0,42
16th/San Antonio,4th/Congress,24.8,89
16th/San Antonio,South Congress/Elizabeth,24.4,33
16th/San Antonio,23rd/Rio Grande,23.7,40
16th/San Antonio,Rosewood/Chicon,23.2,13
16th/San Antonio,28th/Rio Grande,23.1,283
16th/San Antonio,23rd/San Jacinto @ DKR Stadium,23.0,182
16th/San Antonio,South Congress @ Bouldin Creek,22.9,30
16th/San Antonio,Lake Austin Blvd/Deep Eddy,21.3,114
16th/San Antonio,23rd/Pearl,21.2,190
16th/San Antonio,3rd/West,21.1,279
16th/San Antonio,11th/Congress @ The Texas Capitol,20.6,265
16th/San Antonio,Guadalupe/West Mall @ University Co-op,19.4,313
16th/San Antonio,6th/Congress,19.4,184
16th/San Antonio,Dean Keeton/Whitis,19.3,307
16th/San Antonio,22nd/Pearl,19.0,393
16th/San Antonio,4th/Guadalupe @ Republic Square,18.2,99
16th/San Antonio,Barton Springs/Bouldin @ Palmer Auditorium,18.1,93
16th/San Antonio,6th/Brazos,17.6,35
16th/San Antonio,21st/University,17.4,126
16th/San Antonio,21st/Guadalupe,17.3,380
16th/San Antonio,21st/Speedway @ PCL,16.9,581
16th/San Antonio,6th/Trinity,15.7,63
16th/San Antonio,Rio Grande/12th,13.3,165
16th/San Antonio,Dean Keeton/Speedway,13.3,290
16th/San Antonio,8th/San Jacinto,11.9,49
1701 Barton Springs Road,6th/Congress,22.8,14
1701 Barton Springs Road,One Texas Center,16.6,10
17th & Guadalupe,5th & Campbell,148.3,11
17th & Guadalupe,Sterzing at Barton Springs,113.4,30
17th & Guadalupe,17th & Guadalupe,69.2,425
17th & Guadalupe,Plaza Saltillo,67.7,49
17th & Guadalupe,Convention Center / 4th St. @ MetroRail,61.4,105
17th & Guadalupe,Barton Springs @ Kinney Ave,59.3,60
17th & Guadalupe,Palmer Auditorium,58.1,46
17th & Guadalupe,South Congress & Barton Springs at the Austin American-Statesman,51.2,33
17th & Guadalupe,Barton Springs Pool,47.4,37
17th & Guadalupe,Lake Austin Blvd @ Deep Eddy,46.9,10
17th & Guadalupe,23rd & Rio Grande,45.0,150
17th & Guadalupe,Henderson & 9th,44.0,71
17th & Guadalupe,Zilker Park West,43.9,12
17th & Guadalupe,5th & San Marcos,40.5,25
17th & Guadalupe,2nd & Congress,40.5,118
17th & Guadalupe,Boardwalk West,39.6,10
17th & Guadalupe,UT West Mall @ Guadalupe,38.8,318
17th & Guadalupe,South Congress & Elizabeth,38.1,40
17th & Guadalupe,Guadalupe & 6th,38.1,14
17th & Guadalupe,Lavaca & 6th,35.1,136
17th & Guadalupe,South Congress & James,34.9,104
17th & Guadalupe,MoPac Pedestrian Bridge @ Veterans Drive,34.6,63
17th & Guadalupe,Trinity & 6th Street,33.7,60
17th & Guadalupe,Zilker Park,33.6,98
17th & Guadalupe,Nueces & 26th,33.4,56
17th & Guadalupe,Rio Grande & 28th,33.2,133
17th & Guadalupe,Riverside @ S. Lamar,32.5,97
17th & Guadalupe,East 2nd & Pedernales,30.3,17
17th & Guadalupe,Medina & East 6th,29.9,23
17th & Guadalupe,4th & Congress,28.9,123
17th & Guadalupe,Capitol Station / Congress & 11th,27.2,153
17th & Guadalupe,Long Center @ South 1st & Riverside,26.6,107
17th & Guadalupe,South Congress & Academy,26.4,60
17th & Guadalupe,Guadalupe & 21st,25.1,194
17th & Guadalupe,Davis at Rainey Street,25.0,87
17th & Guadalupe,Congress & Cesar Chavez,23.8,22
17th & Guadalupe,Bullock Museum @ Congress & MLK,23.0,67
17th & Guadalupe,East 4th & Chicon,22.7,184
17th & Guadalupe,21st & University,22.2,223
17th & Guadalupe,Brazos & 6th,21.7,146
17th & Guadalupe,Rainey St @ Cummings,21.2,85
17th & Guadalupe,Barton Springs & Riverside,20.9,44
17th & Guadalupe,8th & Congress,20.9,91
17th & Guadalupe,6th & Congress,20.9,141
17th & Guadalupe,East 11th St. at Victory Grill,19.9,22
17th & Guadalupe,ACC - West & 12th Street,19.8,36
17th & Guadalupe,Convention Center / 3rd & Trinity,19.7,189
17th & Guadalupe,East 11th St. & San Marcos,18.6,33
17th & Guadalupe,West & 6th St.,18.4,216
17th & Guadalupe,East 6th at Robert Martinez,18.4,55
17th & Guadalupe,San Jacinto & 8th Street,18.3,76
17th & Guadalupe,Pfluger Bridge @ W 2nd Street,18.0,111
17th & Guadalupe,Nueces & 3rd,18.0,164
17th & Guadalupe,5th & Bowie,17.9,159
17th & Guadalupe,City Hall / Lavaca & 2nd,17.7,202
17th & Guadalupe,3rd & West,17.5,144
17th & Guadalupe,State Capitol @ 14th & Colorado,17.4,45
17th & Guadalupe,Dean Keeton & Speedway ,16.8,109
17th & Guadalupe,13th & San Antonio,16.7,91
17th & Guadalupe,21st & Speedway @PCL,16.0,512
17th & Guadalupe,Red River & 8th Street,15.9,78
17th & Guadalupe,23rd & San Jacinto @ DKR Stadium,15.8,115
17th & Guadalupe,State Capitol Visitors Garage @ San Jacinto & 12th,15.4,27
17th & Guadalupe,Dean Keeton & Whitis,14.6,82
17th & Guadalupe,Republic Square @ 5th & Guadalupe,14.6,97
17th & Guadalupe,Republic Square @ Federal Courthouse Plaza,11.2,96
17th & Guadalupe,11th & San Jacinto,10.7,27
17th & Guadalupe,Republic Square @ Guadalupe & 4th St.,10.4,84
17th & Guadalupe,22nd & Pearl,10.1,89
17th/Guadalupe,3rd/West,247.9,84
17th/Guadalupe,28th/Rio Grande,159.3,10
17th/Guadalupe,11th/Congress @ The Texas Capitol,89.2,225
17th/Guadalupe,17th/Guadalupe,86.7,385
17th/Guadalupe,Rainey/Cummings,79.6,25
17th/Guadalupe,East 6th/Medina,64.8,10
17th/Guadalupe,Barton Springs Pool,50.3,21
17th/Guadalupe,12th/San Jacinto @ State Capitol Visitors Garage,46.9,32
17th/Guadalupe,21st/Speedway @ PCL,44.3,17
17th/Guadalupe,6th/Trinity,42.4,87
17th/Guadalupe,Zilker Park,42.2,88
17th/Guadalupe,Nueces @ 3rd,39.9,29
17th/Guadalupe,South Congress/Academy,36.9,41
17th/Guadalupe,Riverside/South Lamar,34.6,48
17th/Guadalupe,2nd/Congress,34.4,123
17th/Guadalupe,Barton Springs/Kinney,33.4,34
17th/Guadalupe,Barton Springs/Bouldin @ Palmer Auditorium,33.0,28
17th/Guadalupe,21st/Guadalupe,28.2,142
17th/Guadalupe,Waller & 6th St.,28.0,16
17th/Guadalupe,South Congress/Elizabeth,28.0,80
17th/Guadalupe,Guadalupe/West Mall @ University Co-op,26.8,234
17th/Guadalupe,Dean Keeton/Speedway ,23.3,27
17th/Guadalupe,Rainey @ River St,23.2,10
17th/Guadalupe,4th/Congress,22.7,209
17th/Guadalupe,5th/Bowie,22.1,161
17th/Guadalupe,Barton Springs/Riverside,21.9,55
17th/Guadalupe,South 1st/Riverside @ Long Center,21.8,89
17th/Guadalupe,State Capitol @ 14th & Colorado,21.8,34
17th/Guadalupe,2nd/Lavaca @ City Hall,21.8,276
17th/Guadalupe,Rainey/Davis,21.8,62
17th/Guadalupe,Toomey Rd @ South Lamar,21.2,11
17th/Guadalupe,South Congress/James,21.0,53
17th/Guadalupe,Plaza Saltillo,20.0,27
17th/Guadalupe,Bullock Museum @ Congress & MLK,19.8,76
17th/Guadalupe,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,19.7,45
17th/Guadalupe,8th/San Jacinto,19.5,67
17th/Guadalupe,ACC - West & 12th Street,19.4,44
17th/Guadalupe,East 6th/Robert T. Martinez,18.9,10
17th/Guadalupe,3rd/Trinity @ The Convention Center,18.3,93
17th/Guadalupe,5th & San Marcos,17.6,14
17th/Guadalupe,8th/Red River,16.8,87
17th/Guadalupe,Dean Keeton/Speedway,16.7,154
17th/Guadalupe,East 11th/San Marcos,15.7,48
17th/Guadalupe,East 11th/Victory Grill,15.7,13
17th/Guadalupe,8th/Congress,15.3,188
17th/Guadalupe,Republic Square @ Guadalupe & 4th St.,13.9,335
17th/Guadalupe,6th/West,12.3,325
17th/Guadalupe,3rd/Nueces,12.2,42
17th/Guadalupe,Ready for deployment,11.5,13
17th/Guadalupe,ACC - Rio Grande & 12th,10.9,30
17th/Guadalupe,13th/San Antonio,8.9,15
21st & Speedway @PCL,10th & Red River,278.6,12
21st & Speedway @PCL,Barton Springs @ Kinney Ave,228.7,29
21st & Speedway @PCL,Medina & East 6th,188.8,17
21st & Speedway @PCL,Boardwalk West,172.0,12
21st & Speedway @PCL,5th & Campbell,93.1,24
21st & Speedway @PCL,11th & Salina ,75.3,39
21st & Speedway @PCL,Plaza Saltillo,75.0,28
21st & Speedway @PCL,MoPac Pedestrian Bridge @ Veterans Drive,67.1,46
21st & Speedway @PCL,Lake Austin & Enfield,60.3,13
21st & Speedway @PCL,6th & Congress,55.4,159
21st & Speedway @PCL,Davis at Rainey Street,54.1,30
21st & Speedway @PCL,Zilker Park,52.0,36
21st & Speedway @PCL,Brazos & 6th,50.0,85
21st & Speedway @PCL,Republic Square @ 5th & Guadalupe,49.4,64
21st & Speedway @PCL,Barton Springs Pool,47.9,12
21st & Speedway @PCL,Lavaca & 6th,46.6,36
21st & Speedway @PCL,South Congress & James,45.9,26
21st & Speedway @PCL,Lakeshore & Pleasant Valley,44.9,22
21st & Speedway @PCL,Sterzing at Barton Springs,41.7,29
21st & Speedway @PCL,Riverside @ S. Lamar,40.5,55
21st & Speedway @PCL,5th & Bowie,39.2,84
21st & Speedway @PCL,Palmer Auditorium,37.3,25
21st & Speedway @PCL,Capitol Station / Congress & 11th,37.3,308
21st & Speedway @PCL,East 6th & Pedernales St.,36.7,10
21st & Speedway @PCL,South Congress & Elizabeth,36.6,23
21st & Speedway @PCL,23rd & Rio Grande,34.4,7117
21st & Speedway @PCL,West & 6th St.,34.2,44
